idno,gincdif,nuts2,eisced,eiscedf,eiscedm,domicil,n2_unrao25_2022,wkhtot,ipeqopt,inprdsc,ppltrst,trstprl,gndr,agea,cntry,marsts,chldhhe,uemp3m,mbtru,hinctnta,c_gini_2022,c_effectiveness_2022,n2_unrao25_2020,n2_unrao25_2021,c_gini_2020,c_gini_2021,c_effectiveness_2020,c_effectiveness_2021,eqi21_n2,eqi21_n2_lowME,eqi21_n2_highME
26964,2,FR10,4,4,4.0,1,6.6,37,3,4,4,4,2,34,FR,6,6,1,3,5,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
26980,1,FRK2,2,88,88.0,2,5.4,18,2,0,1,4,2,44,FR,4,6,2,3,1,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
26985,2,FRC2,2,5,2.0,4,5.1,666,1,4,3,5,1,16,FR,6,2,2,3,6,29.8,1.1658069,4.5,5.9,29.2,29.3,1.2046355,1.230614,0.397,0.137054,0.656946
27007,2,FRJ2,7,7,88.0,5,5.5,40,2,6,3,7,1,54,FR,66,1,2,3,2,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27013,2,FRH0,3,1,1.0,4,4.1,37,4,2,3,5,2,38,FR,66,6,1,3,10,29.8,1.1658069,5.5,4.8,29.2,29.3,1.2046355,1.230614,0.873,0.618133,1.127867
27019,1,FRI1,3,88,1.0,3,5.5,45,3,4,5,5,1,42,FR,6,6,2,3,9,29.8,1.1658069,6.1,6.5,29.2,29.3,1.2046355,1.230614,0.68,0.441509,0.918491
27021,1,FRD1,1,1,1.0,1,4.7,32,2,3,3,4,2,71,FR,66,2,2,2,6,29.8,1.1658069,4.6,5.5,29.2,29.3,1.2046355,1.230614,0.645,0.40403,0.88597
27036,4,FRG0,7,7,4.0,1,4.9,45,4,3,5,4,1,31,FR,6,2,1,3,3,29.8,1.1658069,5.6,4.7,29.2,29.3,1.2046355,1.230614,0.722,0.5200119999999999,0.923988
27044,1,FRH0,7,2,2.0,3,4.1,50,4,2,4,3,1,71,FR,66,6,2,2,8,29.8,1.1658069,5.5,4.8,29.2,29.3,1.2046355,1.230614,0.873,0.618133,1.127867
27045,4,FRE1,6,7,88.0,3,7.4,31,3,4,5,5,2,40,FR,6,6,2,3,10,29.8,1.1658069,7.1,7.0,29.2,29.3,1.2046355,1.230614,0.284,0.01773,0.55027
27053,1,FRJ2,1,1,1.0,1,5.5,70,2,2,3,3,2,58,FR,1,6,2,3,4,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27057,1,FRD1,3,1,1.0,3,4.7,32,1,3,5,5,2,61,FR,6,2,1,3,2,29.8,1.1658069,4.6,5.5,29.2,29.3,1.2046355,1.230614,0.645,0.40403,0.88597
27059,8,FRH0,7,5,5.0,3,4.1,666,2,1,5,1,1,67,FR,66,1,2,2,7,29.8,1.1658069,5.5,4.8,29.2,29.3,1.2046355,1.230614,0.873,0.618133,1.127867
27067,3,FRJ2,1,88,1.0,3,5.5,34,1,0,2,2,1,18,FR,6,2,2,3,88,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27091,2,FRI3,4,1,1.0,4,5.7,60,1,3,5,3,1,46,FR,66,6,2,3,10,29.8,1.1658069,6.2,6.6,29.2,29.3,1.2046355,1.230614,0.598,0.381118,0.814882
27094,1,FRK2,7,4,3.0,4,5.4,45,1,4,7,0,2,43,FR,66,6,1,1,6,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27100,3,FRJ2,1,88,1.0,3,5.5,40,2,3,9,0,2,67,FR,6,2,2,3,1,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27103,1,FRJ1,4,1,4.0,3,7.6,888,1,6,5,0,2,26,FR,6,2,1,3,7,29.8,1.1658069,7.8,9.7,29.2,29.3,1.2046355,1.230614,0.241,0.001244,0.480756
27126,2,FRD1,6,3,3.0,5,4.7,43,4,1,2,2,1,32,FR,66,6,2,3,10,29.8,1.1658069,4.6,5.5,29.2,29.3,1.2046355,1.230614,0.645,0.40403,0.88597
27128,2,FRI3,3,88,88.0,3,5.7,15,1,1,0,2,2,66,FR,66,2,2,3,7,29.8,1.1658069,6.2,6.6,29.2,29.3,1.2046355,1.230614,0.598,0.381118,0.814882
27136,2,FRK2,5,3,3.0,2,5.4,38,1,3,2,3,2,64,FR,66,1,2,3,9,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27138,1,FRF1,1,1,1.0,3,5.8,18,1,0,3,3,2,85,FR,5,1,2,3,2,29.8,1.1658069,6.3,5.9,29.2,29.3,1.2046355,1.230614,0.618,0.328916,0.907084
27150,4,FRH0,6,3,4.0,1,4.1,35,1,3,6,4,1,23,FR,6,2,2,3,3,29.8,1.1658069,5.5,4.8,29.2,29.3,1.2046355,1.230614,0.873,0.618133,1.127867
27154,1,FRJ2,7,7,5.0,3,5.5,888,2,4,7,5,1,40,FR,66,6,2,2,10,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27160,1,FRC2,3,2,2.0,4,5.1,80,5,4,5,0,1,51,FR,66,6,2,3,8,29.8,1.1658069,4.5,5.9,29.2,29.3,1.2046355,1.230614,0.397,0.137054,0.656946
27171,2,FR10,7,7,5.0,1,6.6,45,1,4,5,8,2,64,FR,66,1,2,3,10,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27174,2,FRK2,5,3,3.0,5,5.4,50,1,2,3,6,1,43,FR,66,6,2,3,10,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27178,1,FRL0,6,7,7.0,5,5.6,30,2,4,9,8,1,61,FR,66,1,1,2,7,29.8,1.1658069,7.0,7.0,29.2,29.3,1.2046355,1.230614,0.323,0.107369,0.538631
27183,2,FRJ1,7,6,1.0,4,7.6,40,1,5,6,7,1,45,FR,66,6,2,1,7,29.8,1.1658069,7.8,9.7,29.2,29.3,1.2046355,1.230614,0.241,0.001244,0.480756
27198,2,FR10,4,2,2.0,2,6.6,35,1,6,6,3,1,18,FR,6,2,1,3,77,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27200,2,FRE1,7,88,88.0,2,7.4,42,1,4,7,3,2,51,FR,66,6,2,3,10,29.8,1.1658069,7.1,7.0,29.2,29.3,1.2046355,1.230614,0.284,0.01773,0.55027
27209,3,FRL0,2,88,88.0,1,5.6,35,2,6,5,5,2,54,FR,4,6,1,3,1,29.8,1.1658069,7.0,7.0,29.2,29.3,1.2046355,1.230614,0.323,0.107369,0.538631
27211,3,FRL0,7,5,4.0,3,5.6,50,1,4,7,5,1,65,FR,66,1,1,2,7,29.8,1.1658069,7.0,7.0,29.2,29.3,1.2046355,1.230614,0.323,0.107369,0.538631
27218,4,FRG0,3,1,3.0,5,4.9,40,3,3,5,0,1,36,FR,6,2,1,3,6,29.8,1.1658069,5.6,4.7,29.2,29.3,1.2046355,1.230614,0.722,0.5200119999999999,0.923988
27227,2,FRL0,6,4,1.0,3,5.6,60,2,2,1,0,1,72,FR,5,1,2,3,7,29.8,1.1658069,7.0,7.0,29.2,29.3,1.2046355,1.230614,0.323,0.107369,0.538631
27245,2,FRB0,5,1,1.0,4,5.3,44,3,4,4,6,1,64,FR,66,1,2,3,10,29.8,1.1658069,7.8,5.7,29.2,29.3,1.2046355,1.230614,0.6,0.417752,0.7822479999999999
27255,3,FRJ2,3,6,3.0,3,5.5,35,1,2,5,7,2,55,FR,6,6,1,3,3,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27257,1,FRJ1,3,88,88.0,4,7.6,35,4,2,5,1,1,54,FR,66,6,2,3,5,29.8,1.1658069,7.8,9.7,29.2,29.3,1.2046355,1.230614,0.241,0.001244,0.480756
27268,1,FRJ2,4,88,88.0,3,5.5,35,3,3,4,5,1,21,FR,6,2,2,3,2,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27288,1,FRJ1,4,1,1.0,4,7.6,35,1,4,7,5,2,66,FR,66,6,2,2,9,29.8,1.1658069,7.8,9.7,29.2,29.3,1.2046355,1.230614,0.241,0.001244,0.480756
27289,3,FRF1,7,88,3.0,1,5.8,38,1,3,5,6,2,23,FR,6,2,2,3,6,29.8,1.1658069,6.3,5.9,29.2,29.3,1.2046355,1.230614,0.618,0.328916,0.907084
27293,1,FRE1,4,1,4.0,3,7.4,30,1,2,4,4,2,39,FR,66,6,2,3,5,29.8,1.1658069,7.1,7.0,29.2,29.3,1.2046355,1.230614,0.284,0.01773,0.55027
27304,1,FRK2,6,1,5.0,5,5.4,20,2,4,3,3,2,60,FR,6,1,1,2,1,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27311,2,FRE1,4,3,88.0,4,7.4,666,2,3,3,6,1,19,FR,6,2,1,3,6,29.8,1.1658069,7.1,7.0,29.2,29.3,1.2046355,1.230614,0.284,0.01773,0.55027
27314,1,FRE2,2,1,88.0,3,7.3,8,1,2,6,7,2,64,FR,5,1,2,3,1,29.8,1.1658069,7.6,8.2,29.2,29.3,1.2046355,1.230614,0.209,-0.020839,0.438839
27315,1,FRD1,4,3,5.0,3,4.7,35,1,4,8,7,2,33,FR,2,6,1,3,4,29.8,1.1658069,4.6,5.5,29.2,29.3,1.2046355,1.230614,0.645,0.40403,0.88597
27316,4,FRE1,7,3,2.0,4,7.4,50,1,3,3,4,2,49,FR,66,1,2,3,10,29.8,1.1658069,7.1,7.0,29.2,29.3,1.2046355,1.230614,0.284,0.01773,0.55027
27326,1,FRE1,3,88,88.0,4,7.4,40,1,3,4,0,2,44,FR,66,6,1,3,8,29.8,1.1658069,7.1,7.0,29.2,29.3,1.2046355,1.230614,0.284,0.01773,0.55027
27330,1,FR10,5,7,4.0,1,6.6,33,1,3,3,7,2,32,FR,6,2,1,1,3,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27332,1,FRI3,3,1,1.0,4,5.7,60,1,4,2,7,1,74,FR,4,1,2,3,2,29.8,1.1658069,6.2,6.6,29.2,29.3,1.2046355,1.230614,0.598,0.381118,0.814882
27336,2,FRE1,4,1,1.0,4,7.4,45,4,4,6,5,1,50,FR,66,6,1,3,6,29.8,1.1658069,7.1,7.0,29.2,29.3,1.2046355,1.230614,0.284,0.01773,0.55027
27338,1,FRI3,7,1,1.0,5,5.7,30,1,3,5,4,2,59,FR,66,2,2,3,10,29.8,1.1658069,6.2,6.6,29.2,29.3,1.2046355,1.230614,0.598,0.381118,0.814882
27346,3,FRK2,3,1,1.0,3,5.4,25,2,4,2,5,2,27,FR,6,6,2,3,2,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27348,2,FRK2,4,88,3.0,4,5.4,35,1,4,7,5,2,31,FR,66,6,2,3,7,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27358,3,FRJ1,3,1,88.0,3,7.6,16,1,4,0,0,1,25,FR,6,2,1,3,6,29.8,1.1658069,7.8,9.7,29.2,29.3,1.2046355,1.230614,0.241,0.001244,0.480756
27371,1,FRH0,1,1,1.0,4,4.1,40,2,4,7,7,2,76,FR,5,1,2,3,4,29.8,1.1658069,5.5,4.8,29.2,29.3,1.2046355,1.230614,0.873,0.618133,1.127867
27414,2,FRJ2,4,1,3.0,5,5.5,50,1,4,7,2,1,57,FR,66,1,2,3,8,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27426,2,FRI3,2,88,2.0,3,5.7,41,1,4,5,0,2,50,FR,6,1,1,3,7,29.8,1.1658069,6.2,6.6,29.2,29.3,1.2046355,1.230614,0.598,0.381118,0.814882
27438,3,FRI2,5,7,4.0,3,5.3,20,1,4,5,8,2,51,FR,4,1,2,3,2,29.8,1.1658069,5.8,5.3,29.2,29.3,1.2046355,1.230614,0.586,0.34909,0.82291
27441,3,FRD1,4,88,2.0,5,4.7,35,1,6,0,0,1,54,FR,6,1,2,3,4,29.8,1.1658069,4.6,5.5,29.2,29.3,1.2046355,1.230614,0.645,0.40403,0.88597
27448,2,FRB0,3,88,1.0,4,5.3,35,2,4,4,2,2,57,FR,66,6,2,3,9,29.8,1.1658069,7.8,5.7,29.2,29.3,1.2046355,1.230614,0.6,0.417752,0.7822479999999999
27451,2,FRH0,3,2,2.0,3,4.1,35,2,2,6,4,2,42,FR,66,6,2,3,9,29.8,1.1658069,5.5,4.8,29.2,29.3,1.2046355,1.230614,0.873,0.618133,1.127867
27455,5,FR10,4,2,2.0,2,6.6,666,1,2,5,4,2,18,FR,6,2,2,3,77,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27461,2,FRK2,3,1,1.0,3,5.4,26,2,4,8,8,2,63,FR,4,6,1,3,1,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27468,2,FRJ2,5,3,3.0,4,5.5,35,1,3,5,4,2,33,FR,66,6,1,3,9,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27488,3,FR10,4,88,1.0,2,6.6,47,2,3,5,88,2,43,FR,66,6,2,3,8,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27516,1,FRG0,4,1,3.0,4,4.9,37,2,2,3,6,2,43,FR,66,6,1,3,9,29.8,1.1658069,5.6,4.7,29.2,29.3,1.2046355,1.230614,0.722,0.5200119999999999,0.923988
27523,4,FRC2,2,1,1.0,4,5.1,35,3,1,5,0,2,69,FR,66,1,2,3,5,29.8,1.1658069,4.5,5.9,29.2,29.3,1.2046355,1.230614,0.397,0.137054,0.656946
27525,2,FRC1,4,1,1.0,4,5.3,35,1,4,4,5,2,63,FR,66,1,1,3,6,29.8,1.1658069,6.5,6.3,29.2,29.3,1.2046355,1.230614,0.411,0.190468,0.631532
27531,3,FR10,7,1,2.0,1,6.6,60,2,4,4,5,1,84,FR,66,1,2,2,10,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27535,3,FRD1,7,7,6.0,1,4.7,37,2,2,4,6,2,26,FR,6,2,2,3,8,29.8,1.1658069,4.6,5.5,29.2,29.3,1.2046355,1.230614,0.645,0.40403,0.88597
27547,2,FRF3,3,1,1.0,4,5.7,45,5,1,3,5,1,44,FR,66,6,2,3,8,29.8,1.1658069,7.8,7.1,29.2,29.3,1.2046355,1.230614,0.392,0.206338,0.577662
27550,1,FRJ2,55,1,3.0,5,5.5,50,3,1,4,0,1,86,FR,5,1,2,3,3,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27561,1,FRL0,3,3,88.0,4,5.6,777,7,3,5,3,1,38,FR,6,2,1,3,77,29.8,1.1658069,7.0,7.0,29.2,29.3,1.2046355,1.230614,0.323,0.107369,0.538631
27598,1,FR10,3,1,1.0,3,6.6,35,1,0,5,4,2,68,FR,5,1,2,3,4,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27611,2,FRK2,3,3,1.0,4,5.4,35,1,2,3,3,2,54,FR,66,6,1,3,10,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27633,2,FRI1,7,1,3.0,3,5.5,50,1,4,8,6,2,66,FR,4,1,2,3,5,29.8,1.1658069,6.1,6.5,29.2,29.3,1.2046355,1.230614,0.68,0.441509,0.918491
27643,1,FR10,4,1,1.0,2,6.6,35,1,3,6,6,2,35,FR,6,6,1,3,8,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27671,2,FRL0,6,3,2.0,3,5.6,39,1,6,5,7,2,47,FR,66,1,1,3,9,29.8,1.1658069,7.0,7.0,29.2,29.3,1.2046355,1.230614,0.323,0.107369,0.538631
27683,1,FRF3,3,88,88.0,4,5.7,16,1,2,5,5,2,45,FR,6,6,1,2,5,29.8,1.1658069,7.8,7.1,29.2,29.3,1.2046355,1.230614,0.392,0.206338,0.577662
27716,4,FRF2,5,1,3.0,1,6.8,70,4,4,5,5,1,41,FR,6,6,2,3,9,29.8,1.1658069,9.5,7.8,29.2,29.3,1.2046355,1.230614,0.45,0.176591,0.723409
27736,1,FRK2,3,4,2.0,4,5.4,42,1,2,2,0,1,51,FR,66,6,2,3,10,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27740,1,FRE2,6,4,4.0,4,7.3,45,2,4,3,3,1,52,FR,66,6,2,1,9,29.8,1.1658069,7.6,8.2,29.2,29.3,1.2046355,1.230614,0.209,-0.020839,0.438839
27745,2,FRI1,7,7,2.0,2,5.5,666,1,3,5,5,2,88,FR,5,2,2,3,4,29.8,1.1658069,6.1,6.5,29.2,29.3,1.2046355,1.230614,0.68,0.441509,0.918491
27781,2,FR10,4,1,1.0,2,6.6,888,3,2,5,10,1,83,FR,66,1,2,3,9,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27797,1,FR10,7,1,4.0,2,6.6,17,1,4,7,4,2,65,FR,6,1,2,3,3,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27816,2,FRF2,1,88,88.0,4,6.8,888,1,2,4,88,2,90,FR,5,2,2,3,1,29.8,1.1658069,9.5,7.8,29.2,29.3,1.2046355,1.230614,0.45,0.176591,0.723409
27818,8,FRJ1,1,1,1.0,4,7.6,666,1,1,5,5,2,87,FR,5,6,2,3,88,29.8,1.1658069,7.8,9.7,29.2,29.3,1.2046355,1.230614,0.241,0.001244,0.480756
27832,2,FRJ2,3,1,1.0,1,5.5,25,1,2,4,0,2,61,FR,6,1,2,3,4,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27836,2,FRI3,7,7,5.0,1,5.7,48,5,3,4,7,2,73,FR,66,2,2,2,9,29.8,1.1658069,6.2,6.6,29.2,29.3,1.2046355,1.230614,0.598,0.381118,0.814882
27837,2,FRI1,2,3,3.0,3,5.5,35,1,4,4,6,1,17,FR,6,2,2,3,8,29.8,1.1658069,6.1,6.5,29.2,29.3,1.2046355,1.230614,0.68,0.441509,0.918491
27840,2,FRI1,3,1,1.0,2,5.5,35,1,4,6,2,2,70,FR,66,1,2,3,4,29.8,1.1658069,6.1,6.5,29.2,29.3,1.2046355,1.230614,0.68,0.441509,0.918491
27853,1,FRF1,3,3,3.0,3,5.8,50,2,3,5,5,2,55,FR,4,6,2,2,5,29.8,1.1658069,6.3,5.9,29.2,29.3,1.2046355,1.230614,0.618,0.328916,0.907084
27857,2,FRJ1,7,1,1.0,3,7.6,40,1,2,5,8,1,65,FR,66,1,2,2,10,29.8,1.1658069,7.8,9.7,29.2,29.3,1.2046355,1.230614,0.241,0.001244,0.480756
27860,2,FR10,1,1,1.0,2,6.6,888,1,4,4,3,2,52,FR,66,2,2,3,88,29.8,1.1658069,7.2,6.8,29.2,29.3,1.2046355,1.230614,0.002,-0.26238,0.26638
27862,2,FRJ2,7,1,4.0,4,5.5,50,1,5,8,2,2,39,FR,6,6,1,3,8,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27865,1,FRE1,3,1,1.0,4,7.4,55,1,1,2,5,1,51,FR,66,6,2,3,88,29.8,1.1658069,7.1,7.0,29.2,29.3,1.2046355,1.230614,0.284,0.01773,0.55027
27869,2,FRJ2,5,1,1.0,5,5.5,42,2,4,7,8,1,60,FR,66,2,1,2,8,29.8,1.1658069,4.4,5.0,29.2,29.3,1.2046355,1.230614,0.584,0.325695,0.842305
27881,2,FRC1,5,88,88.0,3,5.3,35,2,2,5,6,2,43,FR,6,2,2,3,3,29.8,1.1658069,6.5,6.3,29.2,29.3,1.2046355,1.230614,0.411,0.190468,0.631532
27883,3,FRH0,5,1,1.0,2,4.1,39,1,3,1,7,1,66,FR,66,1,2,3,10,29.8,1.1658069,5.5,4.8,29.2,29.3,1.2046355,1.230614,0.873,0.618133,1.127867
27884,2,FRH0,4,3,4.0,3,4.1,40,1,1,5,4,1,51,FR,66,2,1,3,5,29.8,1.1658069,5.5,4.8,29.2,29.3,1.2046355,1.230614,0.873,0.618133,1.127867
27887,2,FRK2,7,7,3.0,3,5.4,40,2,3,6,5,2,52,FR,4,6,2,3,10,29.8,1.1658069,6.2,6.2,29.2,29.3,1.2046355,1.230614,0.423,0.169645,0.676355
27908,1,FRE2,6,1,1.0,4,7.3,666,1,4,5,3,1,81,FR,66,1,2,2,10,29.8,1.1658069,7.6,8.2,29.2,29.3,1.2046355,1.230614,0.209,-0.020839,0.438839
10053,3,HR03,6,3,3.0,3,5.9,40,2,2,7,4,1,41,HR,66,6,1,1,7,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10059,2,HR03,4,4,4.0,2,5.9,0,1,2,5,4,2,39,HR,66,6,1,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10062,3,HR03,5,3,2.0,4,5.9,40,1,4,4,8,2,47,HR,66,1,1,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10145,2,HR03,2,1,1.0,4,5.9,40,1,1,5,4,1,60,HR,3,2,2,3,3,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10156,3,HR03,5,4,4.0,4,5.9,10,1,3,10,5,1,54,HR,6,2,2,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10176,1,HR03,4,4,4.0,3,5.9,666,1,2,8,8,1,21,HR,6,2,2,2,6,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10265,2,HR03,2,1,1.0,4,5.9,5,2,2,7,6,2,74,HR,1,1,2,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10288,2,HR03,4,3,3.0,3,5.9,40,2,4,5,5,1,64,HR,66,1,2,2,3,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10297,2,HR03,4,4,4.0,4,5.9,8,1,2,6,3,2,30,HR,66,6,2,3,5,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10319,2,HR03,7,3,3.0,2,5.9,8,3,2,0,0,1,36,HR,6,2,2,3,88,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10329,3,HR03,4,4,4.0,4,5.9,40,3,1,6,3,2,65,HR,4,1,2,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10364,1,HR03,4,3,3.0,2,5.9,40,1,2,4,4,2,23,HR,6,2,2,3,10,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10401,1,HR03,4,2,3.0,4,5.9,40,2,3,1,0,2,25,HR,6,2,2,3,3,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10402,2,HR03,4,3,4.0,4,5.9,20,3,3,4,4,2,20,HR,6,2,2,3,5,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10439,3,HR03,7,4,4.0,4,5.9,40,2,4,5,5,2,33,HR,6,2,1,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10482,2,HR03,7,6,7.0,1,5.9,40,1,4,7,1,2,30,HR,6,2,1,3,5,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10526,2,HR03,2,1,1.0,4,5.9,30,2,1,4,7,1,74,HR,66,6,2,3,7,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10542,4,HR03,6,1,1.0,4,5.9,70,2,3,4,4,1,65,HR,66,1,2,2,5,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10566,2,HR03,5,5,4.0,4,5.9,888,2,88,5,2,1,999,HR,1,1,1,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10581,1,HR03,4,3,2.0,4,5.9,35,1,3,0,0,1,75,HR,66,1,2,2,9,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10598,1,HR03,3,5,4.0,3,5.9,888,1,3,8,5,1,45,HR,66,6,2,2,88,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10599,3,HR03,2,2,2.0,3,5.9,40,4,0,5,2,2,87,HR,4,1,2,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10621,2,HR03,7,3,3.0,4,5.9,40,2,4,5,8,2,999,HR,77,7,2,1,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10680,2,HR03,4,4,2.0,1,5.9,40,2,4,4,3,2,63,HR,3,1,2,3,2,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10685,2,HR03,4,7,4.0,3,5.9,40,2,4,88,1,2,999,HR,77,7,2,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10687,1,HR03,4,1,1.0,4,5.9,40,1,1,0,0,1,59,HR,66,1,1,2,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10793,3,HR03,7,4,4.0,4,5.9,40,1,2,5,0,2,44,HR,6,2,2,3,77,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10795,2,HR03,4,4,1.0,1,5.9,40,1,2,5,5,1,57,HR,66,6,2,2,7,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10802,2,HR03,3,2,2.0,4,5.9,50,2,1,5,5,1,52,HR,66,6,1,3,6,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10816,1,HR03,4,5,2.0,3,5.9,40,1,1,4,0,2,59,HR,4,6,1,1,3,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
10917,1,HR03,3,2,1.0,1,5.9,60,1,1,5,5,2,83,HR,4,6,2,2,4,28.5,0.58165103,6.9,8.3,28.3,29.2,0.4250238,0.553089,-0.94,-1.374772,-0.505228
