idno,gincdif,nuts2,eisced,eiscedf,eiscedm,domicil,n2_unrao25_2022,wkhtot,ipeqopt,inprdsc,ppltrst,trstprl,gndr,agea,cntry,marsts,chldhhe,uemp3m,mbtru,hinctnta,c_gini_2022,c_effectiveness_2022,n2_unrao25_2020,n2_unrao25_2021,c_gini_2020,c_gini_2021,c_effectiveness_2020,c_effectiveness_2021,eqi21_n2,eqi21_n2_lowME,eqi21_n2_highME
24514,2,CZ06,5,3,3.0,3,1.5,888,2,4,7,9,1,55,CZ,66,1,2,2,6,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24515,5,CZ03,7,7,7.0,4,1.5,888,3,1,8,0,2,74,CZ,5,2,2,3,2,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
24517,1,CZ07,5,4,5.0,3,2.4,666,1,3,10,9,2,22,CZ,6,2,2,3,8,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24532,3,CZ04,5,3,4.0,3,2.9,60,1,88,3,5,1,67,CZ,66,1,2,2,77,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
24533,2,CZ03,4,4,4.0,4,1.5,25,3,2,4,5,2,51,CZ,66,1,1,3,77,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
24549,3,CZ08,4,7,7.0,2,3.6,38,2,2,7,6,1,40,CZ,66,6,2,1,8,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
24567,8,CZ05,5,3,3.0,3,1.9,888,4,1,4,4,2,33,CZ,66,6,2,3,88,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24577,2,CZ06,6,5,3.0,3,1.5,42,2,2,7,6,2,60,CZ,66,1,2,1,4,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24580,2,CZ07,3,2,2.0,4,2.4,40,1,2,7,1,2,82,CZ,5,6,2,2,6,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24584,3,CZ01,6,5,5.0,1,1.5,888,3,4,3,4,1,45,CZ,6,2,2,3,77,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24588,4,CZ06,7,7,4.0,1,1.5,40,2,2,5,4,1,36,CZ,66,2,2,3,77,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24589,3,CZ06,5,3,5.0,1,1.5,888,2,2,5,2,2,44,CZ,66,6,2,3,77,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24592,2,CZ08,5,3,3.0,2,3.6,37,1,4,7,4,1,56,CZ,66,1,2,3,5,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
24605,1,CZ02,2,2,5.0,4,1.2,666,1,3,5,7,2,19,CZ,6,2,2,3,3,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
24607,3,CZ05,3,3,4.0,2,1.9,60,3,0,5,3,1,56,CZ,6,2,2,3,77,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24611,8,CZ05,3,3,3.0,1,1.9,888,4,0,4,88,1,25,CZ,6,2,1,3,88,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24612,2,CZ06,5,4,2.0,3,1.5,40,3,1,7,5,2,50,CZ,6,2,2,3,3,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24624,4,CZ01,2,4,4.0,1,1.5,888,4,2,4,5,1,18,CZ,77,2,2,3,5,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24637,2,CZ07,6,5,3.0,3,2.4,70,1,88,5,1,1,33,CZ,6,2,2,3,77,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24638,1,CZ04,3,5,5.0,1,2.9,60,1,3,3,0,1,42,CZ,6,2,2,3,2,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
24643,2,CZ07,4,3,2.0,4,2.4,888,2,1,2,6,1,76,CZ,5,1,2,2,3,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24685,4,CZ04,5,3,2.0,3,2.9,50,2,3,8,4,2,45,CZ,66,6,2,3,9,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
24695,2,CZ05,2,3,2.0,3,1.9,888,1,3,3,1,2,74,CZ,5,1,1,3,2,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24697,1,CZ01,3,4,3.0,1,1.5,45,3,1,5,5,2,65,CZ,66,1,2,3,3,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24698,1,CZ05,4,3,7.0,3,1.9,45,4,4,5,5,2,28,CZ,6,2,2,3,8,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24702,2,CZ01,4,5,6.0,1,1.5,42,2,2,8,5,2,73,CZ,3,1,2,2,1,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24706,1,CZ03,2,3,3.0,4,1.5,666,3,4,9,5,2,16,CZ,6,2,2,3,88,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
24718,2,CZ08,4,3,3.0,3,3.6,40,4,2,4,6,2,43,CZ,3,6,1,2,2,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
24722,4,CZ04,2,88,3.0,4,2.9,40,1,3,5,5,2,26,CZ,6,6,1,3,5,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
24723,2,CZ07,5,3,3.0,4,2.4,65,3,2,5,4,1,63,CZ,3,1,2,2,2,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24724,4,CZ07,6,3,3.0,4,2.4,40,2,3,7,77,2,25,CZ,6,2,2,3,7,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24727,1,CZ07,3,5,5.0,3,2.4,42,3,1,8,7,1,61,CZ,5,1,2,3,7,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24737,2,CZ04,4,3,3.0,3,2.9,60,2,1,4,5,2,49,CZ,66,1,1,2,5,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
24746,4,CZ02,2,4,7.0,4,1.2,50,2,3,2,7,2,18,CZ,6,2,1,3,10,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
24754,3,CZ08,3,2,2.0,1,3.6,40,2,2,5,1,1,69,CZ,5,1,2,3,2,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
24755,4,CZ08,4,5,3.0,1,3.6,666,4,0,5,8,2,21,CZ,6,2,2,3,88,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
24774,2,CZ01,4,6,4.0,1,1.5,666,3,4,5,6,1,20,CZ,6,2,2,3,88,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24784,5,CZ05,4,4,5.0,4,1.9,40,3,4,8,6,2,31,CZ,66,6,2,3,7,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24790,1,CZ07,3,3,3.0,4,2.4,43,1,2,6,4,2,72,CZ,66,1,2,3,1,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24791,3,CZ02,5,5,4.0,4,1.2,42,2,3,8,8,2,70,CZ,66,1,2,3,77,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
24806,1,CZ08,5,3,3.0,1,3.6,40,1,3,5,88,2,65,CZ,66,1,2,3,6,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
24813,3,CZ03,3,3,3.0,4,1.5,50,1,1,1,8,1,43,CZ,6,2,2,3,77,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
24819,1,CZ06,5,3,3.0,4,1.5,42,3,1,5,0,1,67,CZ,5,2,2,2,2,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24828,1,CZ03,2,6,7.0,3,1.5,666,2,3,4,0,2,16,CZ,6,2,2,3,88,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
24832,2,CZ02,3,3,3.0,4,1.2,40,5,4,7,7,1,37,CZ,66,6,2,3,6,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
24833,3,CZ02,5,5,4.0,4,1.2,55,3,2,7,0,1,55,CZ,3,1,2,3,8,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
24838,4,CZ02,7,7,5.0,3,1.2,888,3,2,6,7,1,64,CZ,3,2,2,3,10,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
24843,2,CZ03,3,4,3.0,4,1.5,666,3,4,8,5,1,20,CZ,6,2,2,3,88,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
24846,2,CZ02,6,5,5.0,4,1.2,40,1,4,5,9,1,42,CZ,66,6,2,3,7,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
24851,5,CZ05,3,3,3.0,1,1.9,50,3,4,5,5,1,51,CZ,3,1,2,3,5,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24854,3,CZ05,4,1,1.0,3,1.9,42,1,3,1,8,1,80,CZ,5,1,2,3,1,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24875,2,CZ08,3,3,2.0,1,3.6,40,2,3,4,7,2,78,CZ,66,1,2,2,6,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
24881,2,CZ06,5,2,2.0,3,1.5,45,6,3,8,7,2,82,CZ,5,1,2,2,2,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24895,2,CZ04,5,5,4.0,1,2.9,40,1,2,9,9,2,65,CZ,66,1,1,1,8,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
24901,5,CZ01,5,3,3.0,1,1.5,46,1,4,5,2,2,53,CZ,66,1,2,2,8,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24903,3,CZ06,7,4,7.0,4,1.5,40,4,2,3,3,1,36,CZ,66,6,2,2,9,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24905,1,CZ06,5,4,3.0,3,1.5,45,2,88,1,4,2,73,CZ,5,6,1,2,6,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24915,3,CZ07,7,5,5.0,3,2.4,50,2,2,7,6,1,63,CZ,66,1,2,2,9,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24917,2,CZ06,4,4,5.0,4,1.5,48,2,88,8,1,2,36,CZ,6,2,2,3,77,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24926,2,CZ06,7,3,5.0,1,1.5,50,1,4,7,7,2,35,CZ,66,6,2,2,5,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24932,2,CZ01,5,5,3.0,1,1.5,30,3,2,6,8,2,57,CZ,6,2,2,3,4,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24936,4,CZ01,5,7,7.0,1,1.5,30,2,0,5,1,2,65,CZ,66,6,2,3,8,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24938,2,CZ03,7,5,4.0,1,1.5,40,2,4,5,5,2,28,CZ,6,2,2,3,4,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
24951,4,CZ07,5,4,5.0,3,2.4,888,5,2,4,3,2,53,CZ,1,2,2,3,9,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24952,4,CZ05,3,3,4.0,2,1.9,888,4,2,8,4,1,61,CZ,5,2,2,3,5,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24962,4,CZ05,3,3,3.0,4,1.9,60,1,88,0,0,1,19,CZ,6,2,2,3,77,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24963,5,CZ05,7,4,4.0,1,1.9,40,2,2,2,3,2,36,CZ,66,6,2,2,10,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
24967,2,CZ06,4,4,2.0,4,1.5,10,2,3,6,6,2,75,CZ,5,1,2,3,2,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
24983,3,CZ04,5,3,3.0,4,2.9,40,1,1,4,5,1,52,CZ,3,2,8,3,77,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
24987,3,CZ07,5,3,3.0,3,2.4,40,3,2,8,7,2,46,CZ,3,1,1,3,5,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
24993,4,CZ01,4,5,4.0,1,1.5,40,2,4,6,6,2,65,CZ,5,1,2,2,6,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
24996,3,CZ06,3,3,3.0,4,1.5,43,1,1,8,8,1,50,CZ,66,1,2,3,6,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
25006,8,CZ05,5,88,88.0,4,1.9,888,5,0,0,3,1,80,CZ,5,1,2,3,1,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
25016,5,CZ07,5,5,4.0,4,2.4,40,3,2,9,8,2,41,CZ,3,6,2,3,77,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25018,3,CZ02,4,5,3.0,3,1.2,40,4,3,8,6,2,23,CZ,6,2,1,3,9,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
25022,2,CZ07,4,2,4.0,4,2.4,40,2,1,3,3,2,69,CZ,6,1,2,3,1,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25024,3,CZ08,3,3,3.0,3,3.6,40,2,2,2,3,1,60,CZ,3,2,1,3,4,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
25029,2,CZ01,5,3,7.0,1,1.5,38,3,2,8,6,1,42,CZ,66,6,2,3,8,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
25032,2,CZ04,5,5,5.0,4,2.9,42,2,0,8,8,2,51,CZ,66,1,2,3,9,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
25047,2,CZ03,4,5,5.0,1,1.5,42,1,2,5,0,2,76,CZ,3,1,2,2,77,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
25048,2,CZ07,2,2,2.0,1,2.4,888,4,1,0,4,2,73,CZ,5,1,2,3,2,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25067,4,CZ04,3,3,5.0,4,2.9,42,2,77,0,5,1,28,CZ,3,2,2,3,77,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
25077,1,CZ07,2,5,5.0,3,2.4,666,1,4,10,5,1,19,CZ,6,2,2,3,88,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25088,2,CZ01,4,2,2.0,1,1.5,60,3,1,2,3,1,43,CZ,3,2,1,3,3,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
25095,5,CZ01,4,4,4.0,1,1.5,35,4,4,7,6,1,38,CZ,66,6,2,3,9,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
25103,2,CZ03,7,2,4.0,1,1.5,40,2,4,7,7,1,35,CZ,6,2,1,3,6,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
25107,4,CZ05,2,5,4.0,3,1.9,666,3,2,4,6,2,19,CZ,6,2,2,3,8,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
25113,5,CZ05,3,3,3.0,4,1.9,888,3,2,2,2,2,49,CZ,66,6,2,3,88,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
25123,5,CZ07,7,3,3.0,4,2.4,43,1,4,4,5,2,35,CZ,6,2,2,3,5,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25128,4,CZ02,6,4,5.0,4,1.2,666,3,3,4,5,2,36,CZ,6,6,2,3,7,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
25132,2,CZ03,4,3,3.0,1,1.5,43,2,2,4,5,1,61,CZ,3,1,2,2,3,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
25147,2,CZ07,5,2,3.0,4,2.4,30,2,77,1,1,2,63,CZ,66,6,1,2,3,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25155,2,CZ01,5,77,77.0,1,1.5,42,3,3,9,8,2,86,CZ,5,1,2,2,77,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
25160,3,CZ07,7,3,5.0,4,2.4,40,3,3,2,3,2,62,CZ,3,1,1,2,2,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25162,2,CZ05,4,4,3.0,2,1.9,40,5,1,3,4,1,48,CZ,3,1,2,3,5,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
25171,2,CZ03,4,3,4.0,1,1.5,40,1,1,4,5,2,55,CZ,3,1,1,2,2,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
25184,1,CZ08,3,88,5.0,1,3.6,44,4,3,5,2,2,52,CZ,3,6,1,3,2,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
25199,2,CZ02,4,2,2.0,4,1.2,666,2,3,0,1,2,66,CZ,3,1,2,2,77,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
25205,7,CZ07,5,2,1.0,5,2.4,888,5,2,3,2,2,76,CZ,5,6,2,2,88,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25206,1,CZ02,3,3,3.0,4,1.2,45,4,4,7,5,2,49,CZ,66,6,1,3,7,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
25211,4,CZ02,5,5,5.0,3,1.2,40,4,4,8,7,1,46,CZ,6,2,2,3,4,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
25213,2,CZ06,4,3,2.0,1,1.5,43,2,1,3,3,1,71,CZ,66,1,1,2,5,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
25214,1,CZ06,2,88,3.0,1,1.5,45,3,4,1,5,2,30,CZ,6,6,2,3,2,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
25217,3,CZ01,5,4,4.0,1,1.5,40,3,3,6,3,2,31,CZ,66,6,2,3,6,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
25224,1,CZ01,3,2,2.0,1,1.5,40,3,4,5,5,2,58,CZ,3,7,1,2,3,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
25227,3,CZ01,5,5,3.0,1,1.5,50,4,1,3,6,1,50,CZ,66,6,2,2,7,24.8,1.0939075,2.2,2.2,24.2,24.8,0.9111709,1.0706971,-0.184,-0.48473,0.11673
25232,4,CZ04,3,3,3.0,3,2.9,40,2,4,7,6,1,51,CZ,66,6,2,3,7,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
25240,2,CZ08,3,2,2.0,3,3.6,45,1,3,7,8,2,66,CZ,66,1,2,2,6,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
25247,3,CZ06,5,2,3.0,3,1.5,40,2,1,1,2,2,70,CZ,5,1,1,3,1,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
25273,3,CZ08,3,7,5.0,3,3.6,40,2,5,6,3,1,62,CZ,66,1,1,3,77,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
25275,2,CZ06,3,2,2.0,1,1.5,50,3,0,4,2,2,61,CZ,3,1,1,3,4,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
25279,2,CZ04,2,5,3.0,4,2.9,40,3,2,6,4,1,23,CZ,6,2,2,3,88,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
25285,1,CZ05,3,3,3.0,1,1.9,40,1,2,5,3,2,57,CZ,66,2,2,2,6,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
25295,3,CZ07,5,2,3.0,4,2.4,888,2,77,7,3,1,58,CZ,66,1,1,2,7,24.8,1.0939075,2.2,2.0,24.2,24.8,0.9111709,1.0706971,-0.461,-0.6781900000000001,-0.24381
25296,3,CZ05,5,7,3.0,1,1.9,30,2,1,8,3,1,67,CZ,3,1,2,2,3,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
25305,3,CZ04,7,7,7.0,1,2.9,60,4,3,3,5,1,51,CZ,3,2,2,2,10,24.8,1.0939075,3.5,3.8,24.2,24.8,0.9111709,1.0706971,-0.747,-0.941005,-0.552995
25326,3,CZ06,4,4,2.0,4,1.5,30,2,2,5,3,2,72,CZ,3,1,2,2,3,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
25330,4,CZ02,5,3,3.0,4,1.2,40,3,3,8,7,2,41,CZ,66,6,2,3,9,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
25334,4,CZ08,6,3,4.0,1,3.6,888,2,2,5,5,1,56,CZ,66,1,2,3,88,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
25344,3,CZ03,3,3,3.0,3,1.5,45,3,1,0,9,1,51,CZ,3,1,2,3,4,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
25354,2,CZ02,4,3,5.0,4,1.2,40,2,3,3,1,2,30,CZ,6,2,1,3,77,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
25355,3,CZ05,4,3,3.0,4,1.9,60,8,88,0,0,2,41,CZ,3,2,2,3,77,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.233,-0.447679,-0.018321
25403,3,CZ03,6,4,4.0,1,1.5,44,2,1,6,1,2,48,CZ,6,1,2,3,77,24.8,1.0939075,1.8,2.2,24.2,24.8,0.9111709,1.0706971,-0.446,-0.655646,-0.236354
25406,2,CZ08,4,3,3.0,4,3.6,40,2,4,7,3,2,26,CZ,66,6,1,3,77,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
25409,2,CZ08,4,3,3.0,1,3.6,40,1,3,8,8,2,76,CZ,5,1,2,2,2,24.8,1.0939075,3.2,4.3,24.2,24.8,0.9111709,1.0706971,-0.555,-0.781609,-0.328391
25419,4,CZ06,3,3,2.0,4,1.5,40,3,6,7,7,2,73,CZ,5,1,2,3,2,24.8,1.0939075,2.1,2.1,24.2,24.8,0.9111709,1.0706971,-0.34,-0.5459590000000001,-0.134041
25420,4,CZ02,4,3,3.0,3,1.2,888,3,2,7,5,2,71,CZ,66,2,2,3,9,24.8,1.0939075,1.7,2.2,24.2,24.8,0.9111709,1.0706971,-0.416,-0.652595,-0.179405
