idno,gincdif,nuts2,wkhtot,agea,cntry,eqi21_n2,eqi21_n2_lowME,eqi21_n2_highME,inc_redist,resp_ed,fath_ed,moth_ed,educ_mob_father,educ_mob_mother,educ_mob_avg,educ_mob_avg_category,EQI,domicile,unemp_nuts2,equality_importance,social_ties,gen_trust,gov_trust,income_decile,gender,union_member,child_ever,marital_status,unemp_ever,cntry_name,educ_mob_avg_bins
11174,3,BE32,37.0,48,Belgium,0.122,-0.078713,0.322713,2,5.0,5.0,2.0,6.0,9.0,7.5,2,2,3.0,4,1,3,1,2.0,5,0,1.0,1.0,0.0,1.0,Belgium,High
11175,2,BE24,65.0,43,Belgium,0.557,0.2524540000000001,0.861546,1,6.0,5.0,6.0,7.0,6.0,6.5,2,3,3.0,1,1,3,2,1.0,9,0,0.0,,0.0,0.0,Belgium,Moderate
11195,2,BE31,60.0,56,Belgium,0.459,0.160079,0.7579210000000001,1,3.0,1.0,1.0,8.0,8.0,8.0,2,3,4.0,2,1,3,1,2.0,,0,0.0,1.0,0.0,0.0,Belgium,High
11218,2,BE21,42.0,30,Belgium,0.478,0.153449,0.802551,1,6.0,6.0,5.0,6.0,7.0,6.5,2,3,2.0,1,1,3,2,3.0,8,0,0.0,,0.0,0.0,Belgium,Moderate
11220,2,BE25,50.0,57,Belgium,0.745,0.353999,1.136001,1,5.0,0.0,1.0,11.0,10.0,10.5,2,3,4.0,0,1,4,3,2.0,7,1,0.0,0.0,0.0,1.0,Belgium,Very High
11225,2,BE24,16.0,61,Belgium,0.557,0.2524540000000001,0.861546,1,5.0,3.0,1.0,8.0,10.0,9.0,2,3,4.0,1,1,3,2,2.0,8,1,0.0,1.0,,0.0,Belgium,Very High
11227,2,BE23,60.0,73,Belgium,0.679,0.275555,1.082445,1,1.0,2.0,2.0,5.0,5.0,5.0,1,3,4.0,0,1,3,3,2.0,,1,0.0,0.0,,0.0,Belgium,Low
11259,2,BE33,60.0,63,Belgium,0.154,-0.077615,0.385615,1,1.0,1.0,0.0,6.0,7.0,6.5,2,2,4.0,3,1,5,3,1.0,,1,0.0,1.0,,0.0,Belgium,Moderate
11261,3,BE10,40.0,25,Belgium,-0.218,-0.518527,0.082527,2,1.0,0.0,0.0,7.0,7.0,7.0,2,1,1.0,5,2,2,3,1.0,5,0,0.0,0.0,0.0,0.0,Belgium,Moderate
11274,1,BE24,42.0,90,Belgium,0.557,0.2524540000000001,0.861546,1,1.0,1.0,1.0,6.0,6.0,6.0,0,3,4.0,1,1,4,2,2.0,3,1,0.0,0.0,3.0,1.0,Belgium,Low
11284,1,BE23,40.0,57,Belgium,0.679,0.275555,1.082445,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,4.0,0,2,2,3,2.0,7,0,1.0,1.0,2.0,0.0,Belgium,Low
11300,5,BE32,45.0,65,Belgium,0.122,-0.078713,0.322713,3,6.0,0.0,1.0,12.0,11.0,11.5,2,2,1.0,4,1,5,3,3.0,10,0,0.0,1.0,,1.0,Belgium,Very High
11323,2,BE25,40.0,71,Belgium,0.745,0.353999,1.136001,1,2.0,2.0,0.0,6.0,8.0,7.0,2,3,4.0,0,1,2,2,2.0,4,0,0.0,0.0,,0.0,Belgium,Moderate
11328,3,BE23,45.0,61,Belgium,0.679,0.275555,1.082445,2,5.0,3.0,1.0,8.0,10.0,9.0,2,3,4.0,0,1,2,2,2.0,,0,0.0,,,0.0,Belgium,Very High
11350,1,BE23,38.0,58,Belgium,0.679,0.275555,1.082445,1,1.0,3.0,0.0,4.0,7.0,5.5,1,3,4.0,0,1,5,2,0.0,7,1,1.0,0.0,,0.0,Belgium,Low
11384,2,BE23,40.0,69,Belgium,0.679,0.275555,1.082445,1,3.0,0.0,0.0,9.0,9.0,9.0,2,3,4.0,0,1,1,3,1.0,7,0,0.0,1.0,2.0,0.0,Belgium,Very High
11387,2,BE24,40.0,35,Belgium,0.557,0.2524540000000001,0.861546,1,3.0,0.0,0.0,9.0,9.0,9.0,2,3,4.0,1,1,4,2,0.0,8,0,1.0,0.0,0.0,0.0,Belgium,Very High
11431,1,BE32,36.0,49,Belgium,0.122,-0.078713,0.322713,1,1.0,0.0,1.0,7.0,6.0,6.5,2,2,3.0,4,2,3,2,2.0,8,0,1.0,,2.0,0.0,Belgium,Moderate
11451,4,BE23,22.0,47,Belgium,0.679,0.275555,1.082445,3,3.0,1.0,2.0,8.0,7.0,7.5,2,3,4.0,0,1,4,2,2.0,7,1,1.0,,,0.0,Belgium,High
11452,3,BE24,38.0,67,Belgium,0.557,0.2524540000000001,0.861546,2,1.0,0.0,0.0,7.0,7.0,7.0,2,3,4.0,1,2,3,1,2.0,4,0,0.0,1.0,2.0,0.0,Belgium,Moderate
11458,2,BE23,35.0,50,Belgium,0.679,0.275555,1.082445,1,5.0,1.0,1.0,10.0,10.0,10.0,2,3,2.0,0,1,2,1,1.0,7,1,0.0,,,0.0,Belgium,Very High
11465,4,BE23,2.0,39,Belgium,0.679,0.275555,1.082445,3,6.0,6.0,6.0,6.0,6.0,6.0,0,3,2.0,0,1,3,2,1.0,6,1,0.0,,,0.0,Belgium,Low
11526,2,BE22,36.0,70,Belgium,0.739,0.451199,1.026801,1,6.0,3.0,0.0,9.0,12.0,10.5,2,3,3.0,1,1,4,1,2.0,,0,0.0,1.0,2.0,0.0,Belgium,Very High
11545,2,BE22,40.0,30,Belgium,0.739,0.451199,1.026801,1,5.0,2.0,3.0,9.0,8.0,8.5,2,3,3.0,1,2,3,3,2.0,7,1,1.0,0.0,0.0,0.0,Belgium,High
11570,2,BE25,60.0,60,Belgium,0.745,0.353999,1.136001,1,5.0,4.0,3.0,7.0,8.0,7.5,2,3,4.0,0,1,2,3,2.0,,1,0.0,1.0,,0.0,Belgium,High
11574,1,BE21,45.0,62,Belgium,0.478,0.153449,0.802551,1,4.0,0.0,0.0,10.0,10.0,10.0,2,3,3.0,1,1,0,1,1.0,7,0,0.0,1.0,,0.0,Belgium,Very High
11597,2,BE24,40.0,52,Belgium,0.557,0.2524540000000001,0.861546,1,3.0,1.0,1.0,8.0,8.0,8.0,2,3,4.0,1,1,4,3,1.0,2,0,1.0,1.0,0.0,1.0,Belgium,High
11602,3,BE22,39.0,41,Belgium,0.739,0.451199,1.026801,2,4.0,4.0,4.0,6.0,6.0,6.0,0,3,3.0,1,2,2,2,2.0,3,1,1.0,0.0,0.0,0.0,Belgium,Low
11605,1,BE33,36.0,74,Belgium,0.154,-0.077615,0.385615,1,6.0,1.0,1.0,11.0,11.0,11.0,2,2,4.0,3,1,4,3,1.0,8,1,0.0,1.0,,0.0,Belgium,Very High
11672,1,BE24,45.0,76,Belgium,0.557,0.2524540000000001,0.861546,1,3.0,5.0,0.0,4.0,9.0,6.5,2,3,4.0,1,1,,2,2.0,5,0,0.0,1.0,,0.0,Belgium,Moderate
11688,1,BE23,48.0,39,Belgium,0.679,0.275555,1.082445,1,4.0,0.0,0.0,10.0,10.0,10.0,2,3,4.0,0,1,3,2,0.0,4,1,1.0,,0.0,0.0,Belgium,Very High
11691,2,BE25,1.0,31,Belgium,0.745,0.353999,1.136001,1,5.0,6.0,6.0,5.0,5.0,5.0,1,3,3.0,0,1,4,3,3.0,,1,0.0,0.0,0.0,0.0,Belgium,Low
11694,3,BE25,40.0,63,Belgium,0.745,0.353999,1.136001,2,1.0,0.0,0.0,7.0,7.0,7.0,2,3,3.0,0,1,5,3,2.0,5,0,1.0,1.0,,0.0,Belgium,Moderate
11699,1,BE22,19.0,68,Belgium,0.739,0.451199,1.026801,1,3.0,3.0,0.0,6.0,9.0,7.5,2,3,3.0,1,1,1,3,2.0,5,1,0.0,0.0,,0.0,Belgium,High
11707,4,BE23,42.0,35,Belgium,0.679,0.275555,1.082445,3,4.0,5.0,4.0,5.0,6.0,5.5,1,3,4.0,0,2,1,1,1.0,8,0,1.0,0.0,0.0,1.0,Belgium,Low
11715,2,BE24,40.0,29,Belgium,0.557,0.2524540000000001,0.861546,1,6.0,5.0,3.0,7.0,9.0,8.0,2,3,4.0,1,1,5,3,3.0,8,1,0.0,,0.0,1.0,Belgium,High
11783,1,BE25,38.0,30,Belgium,0.745,0.353999,1.136001,1,4.0,5.0,5.0,5.0,5.0,5.0,1,3,4.0,0,1,5,3,1.0,2,0,1.0,0.0,0.0,1.0,Belgium,Low
11805,3,BE21,42.0,43,Belgium,0.478,0.153449,0.802551,2,6.0,6.0,6.0,6.0,6.0,6.0,0,3,1.0,1,1,4,2,1.0,9,0,0.0,,,0.0,Belgium,Low
11808,2,BE22,40.0,72,Belgium,0.739,0.451199,1.026801,1,3.0,3.0,0.0,6.0,9.0,7.5,2,3,4.0,1,1,4,3,2.0,5,0,0.0,1.0,,0.0,Belgium,High
11817,3,BE32,40.0,31,Belgium,0.122,-0.078713,0.322713,2,3.0,5.0,3.0,4.0,6.0,5.0,1,2,5.0,4,2,3,1,2.0,9,0,1.0,0.0,0.0,0.0,Belgium,Low
11818,2,BE22,42.0,30,Belgium,0.739,0.451199,1.026801,1,3.0,4.0,5.0,5.0,4.0,4.5,1,3,2.0,1,1,4,2,2.0,6,1,1.0,,,1.0,Belgium,Low
11848,1,BE35,40.0,69,Belgium,0.492,0.293487,0.6905129999999999,1,4.0,1.0,0.0,9.0,10.0,9.5,2,3,4.0,2,1,4,3,1.0,6,0,0.0,1.0,,1.0,Belgium,Very High
11850,1,BE22,40.0,57,Belgium,0.739,0.451199,1.026801,1,4.0,0.0,0.0,10.0,10.0,10.0,2,3,4.0,1,1,3,3,2.0,6,1,0.0,,,1.0,Belgium,Very High
11864,2,BE10,44.0,67,Belgium,-0.218,-0.518527,0.082527,1,3.0,1.0,0.0,8.0,9.0,8.5,2,1,2.0,5,2,2,2,2.0,8,0,0.0,1.0,,0.0,Belgium,High
11899,2,BE32,34.0,42,Belgium,0.122,-0.078713,0.322713,1,5.0,0.0,0.0,11.0,11.0,11.0,2,2,1.0,4,1,0,2,1.0,3,1,0.0,,,0.0,Belgium,Very High
11939,1,BE32,40.0,41,Belgium,0.122,-0.078713,0.322713,1,6.0,5.0,5.0,7.0,7.0,7.0,2,2,4.0,4,1,3,3,3.0,8,1,1.0,,0.0,0.0,Belgium,Moderate
11953,1,BE21,55.0,33,Belgium,0.478,0.153449,0.802551,1,6.0,6.0,6.0,6.0,6.0,6.0,0,3,4.0,1,2,3,2,3.0,5,1,0.0,0.0,0.0,0.0,Belgium,Low
11958,1,BE23,42.0,58,Belgium,0.679,0.275555,1.082445,1,5.0,6.0,3.0,5.0,8.0,6.5,2,3,5.0,0,1,5,2,2.0,5,0,0.0,1.0,,0.0,Belgium,Moderate
12019,2,BE23,16.0,27,Belgium,0.679,0.275555,1.082445,1,5.0,6.0,3.0,5.0,8.0,6.5,2,3,5.0,0,2,3,3,1.0,10,1,1.0,0.0,0.0,1.0,Belgium,Moderate
12026,3,BE21,19.0,44,Belgium,0.478,0.153449,0.802551,2,2.0,2.0,2.0,6.0,6.0,6.0,0,3,4.0,1,1,3,3,3.0,6,1,1.0,,,0.0,Belgium,Low
12039,2,BE24,23.0,67,Belgium,0.557,0.2524540000000001,0.861546,1,5.0,0.0,1.0,11.0,10.0,10.5,2,3,3.0,1,1,3,3,2.0,7,1,0.0,1.0,,0.0,Belgium,Very High
12068,3,BE25,39.0,44,Belgium,0.745,0.353999,1.136001,2,5.0,3.0,5.0,8.0,6.0,7.0,2,3,3.0,0,1,2,3,2.0,4,0,0.0,0.0,0.0,0.0,Belgium,Moderate
12069,1,BE34,43.0,51,Belgium,0.513,0.338499,0.687501,1,2.0,1.0,1.0,7.0,7.0,7.0,2,3,4.0,2,1,1,1,1.0,8,0,1.0,,,1.0,Belgium,Moderate
12088,1,BE24,39.0,66,Belgium,0.557,0.2524540000000001,0.861546,1,1.0,0.0,0.0,7.0,7.0,7.0,2,3,5.0,1,1,4,2,2.0,3,0,0.0,1.0,3.0,0.0,Belgium,Moderate
12090,2,BE23,15.0,70,Belgium,0.679,0.275555,1.082445,1,1.0,1.0,0.0,6.0,7.0,6.5,2,3,5.0,0,1,2,1,2.0,3,1,0.0,1.0,,0.0,Belgium,Moderate
12091,1,BE10,8.0,48,Belgium,-0.218,-0.518527,0.082527,1,1.0,0.0,0.0,7.0,7.0,7.0,2,1,1.0,5,2,3,3,3.0,2,0,0.0,,,0.0,Belgium,Moderate
12092,1,BE23,30.0,60,Belgium,0.679,0.275555,1.082445,1,5.0,1.0,1.0,10.0,10.0,10.0,2,3,3.0,0,1,3,3,3.0,8,1,1.0,0.0,,1.0,Belgium,Very High
12096,1,BE32,90.0,49,Belgium,0.122,-0.078713,0.322713,1,0.0,3.0,5.0,3.0,1.0,2.0,1,2,2.0,4,1,2,1,1.0,6,0,0.0,,2.0,1.0,Belgium,Low
12116,4,BE32,38.0,34,Belgium,0.122,-0.078713,0.322713,3,5.0,5.0,0.0,6.0,11.0,8.5,2,2,4.0,4,1,3,2,3.0,5,1,1.0,,0.0,1.0,Belgium,High
12117,2,BE10,,27,Belgium,-0.218,-0.518527,0.082527,1,1.0,0.0,0.0,7.0,7.0,7.0,2,1,1.0,5,1,3,1,1.0,,0,1.0,0.0,0.0,0.0,Belgium,Moderate
12125,1,BE31,38.0,28,Belgium,0.459,0.160079,0.7579210000000001,1,0.0,1.0,5.0,5.0,1.0,3.0,1,3,3.0,2,1,5,2,3.0,3,0,1.0,0.0,0.0,1.0,Belgium,Low
12140,1,BE31,35.0,67,Belgium,0.459,0.160079,0.7579210000000001,1,3.0,6.0,1.0,3.0,8.0,5.5,1,3,3.0,2,1,2,2,2.0,3,0,0.0,1.0,3.0,0.0,Belgium,Low
12173,1,BE23,38.0,67,Belgium,0.679,0.275555,1.082445,1,5.0,0.0,0.0,11.0,11.0,11.0,2,3,2.0,0,1,4,3,2.0,7,1,0.0,1.0,,0.0,Belgium,Very High
12214,1,BE21,40.0,66,Belgium,0.478,0.153449,0.802551,1,3.0,1.0,3.0,8.0,6.0,7.0,2,3,3.0,1,1,4,3,3.0,5,0,1.0,1.0,2.0,1.0,Belgium,Moderate
12221,4,BE31,60.0,42,Belgium,0.459,0.160079,0.7579210000000001,3,6.0,3.0,3.0,9.0,9.0,9.0,2,3,5.0,2,1,2,2,3.0,8,0,0.0,,,0.0,Belgium,Very High
12246,2,BE10,40.0,41,Belgium,-0.218,-0.518527,0.082527,1,4.0,3.0,1.0,7.0,9.0,8.0,2,1,3.0,5,1,4,2,2.0,9,0,0.0,,0.0,0.0,Belgium,High
12250,2,BE21,45.0,72,Belgium,0.478,0.153449,0.802551,1,3.0,6.0,3.0,3.0,6.0,4.5,1,3,4.0,1,1,3,3,3.0,5,0,0.0,0.0,3.0,0.0,Belgium,Low
12259,2,BE35,27.0,59,Belgium,0.492,0.293487,0.6905129999999999,1,6.0,1.0,1.0,11.0,11.0,11.0,2,3,4.0,2,1,3,3,2.0,6,1,0.0,1.0,,0.0,Belgium,Very High
12262,2,BE10,,61,Belgium,-0.218,-0.518527,0.082527,1,5.0,5.0,1.0,6.0,10.0,8.0,2,1,1.0,5,1,3,2,2.0,6,1,0.0,0.0,2.0,0.0,Belgium,High
12279,2,BE21,39.0,29,Belgium,0.478,0.153449,0.802551,1,4.0,0.0,3.0,10.0,7.0,8.5,2,3,4.0,1,1,5,2,2.0,4,1,0.0,0.0,0.0,0.0,Belgium,High
12280,1,BE24,90.0,60,Belgium,0.557,0.2524540000000001,0.861546,1,6.0,6.0,5.0,6.0,7.0,6.5,2,3,4.0,1,1,2,1,1.0,8,0,0.0,,,0.0,Belgium,Moderate
12341,2,BE22,30.0,70,Belgium,0.739,0.451199,1.026801,1,5.0,3.0,1.0,8.0,10.0,9.0,2,3,4.0,1,1,1,3,3.0,8,0,0.0,1.0,,0.0,Belgium,Very High
12356,3,BE24,39.0,65,Belgium,0.557,0.2524540000000001,0.861546,2,2.0,0.0,0.0,8.0,8.0,8.0,2,3,4.0,1,1,1,2,2.0,3,0,0.0,,,1.0,Belgium,High
12362,3,BE23,95.0,64,Belgium,0.679,0.275555,1.082445,2,6.0,1.0,1.0,11.0,11.0,11.0,2,3,4.0,0,2,3,1,2.0,,0,0.0,1.0,,0.0,Belgium,Very High
12364,3,BE22,40.0,28,Belgium,0.739,0.451199,1.026801,2,2.0,5.0,3.0,3.0,5.0,4.0,1,3,4.0,1,1,4,1,1.0,4,0,1.0,0.0,0.0,1.0,Belgium,Low
12412,2,BE21,20.0,62,Belgium,0.478,0.153449,0.802551,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,2.0,1,1,4,2,2.0,5,1,1.0,,2.0,1.0,Belgium,Low
12435,2,BE25,40.0,36,Belgium,0.745,0.353999,1.136001,1,4.0,4.0,3.0,6.0,7.0,6.5,2,3,4.0,0,1,4,3,1.0,8,1,0.0,,,1.0,Belgium,Moderate
12441,2,BE21,36.0,35,Belgium,0.478,0.153449,0.802551,1,5.0,6.0,5.0,5.0,6.0,5.5,1,3,3.0,1,1,4,3,2.0,9,1,0.0,,,0.0,Belgium,Low
12453,4,BE23,38.0,50,Belgium,0.679,0.275555,1.082445,3,4.0,6.0,6.0,4.0,4.0,4.0,1,3,4.0,0,1,3,2,1.0,9,0,0.0,,,0.0,Belgium,Low
12459,3,BE23,40.0,51,Belgium,0.679,0.275555,1.082445,2,3.0,1.0,1.0,8.0,8.0,8.0,2,3,3.0,0,1,4,3,1.0,7,1,0.0,1.0,2.0,0.0,Belgium,High
12462,4,BE25,38.0,56,Belgium,0.745,0.353999,1.136001,3,6.0,3.0,0.0,9.0,12.0,10.5,2,3,5.0,0,1,3,1,3.0,8,1,0.0,,,0.0,Belgium,Very High
12476,3,BE25,36.0,71,Belgium,0.745,0.353999,1.136001,2,5.0,5.0,4.0,6.0,7.0,6.5,2,3,4.0,0,1,1,3,2.0,6,0,0.0,1.0,,0.0,Belgium,Moderate
12485,2,BE33,9.0,30,Belgium,0.154,-0.077615,0.385615,1,3.0,5.0,5.0,4.0,4.0,4.0,1,2,3.0,3,1,4,2,2.0,7,0,0.0,0.0,0.0,1.0,Belgium,Low
12518,4,BE33,41.0,39,Belgium,0.154,-0.077615,0.385615,3,5.0,4.0,1.0,7.0,10.0,8.5,2,2,4.0,3,1,2,1,2.0,7,1,1.0,0.0,,0.0,Belgium,High
12536,1,BE22,38.0,28,Belgium,0.739,0.451199,1.026801,1,5.0,5.0,5.0,6.0,6.0,6.0,0,3,4.0,1,1,4,3,1.0,,0,0.0,0.0,0.0,0.0,Belgium,Low
12542,3,BE25,28.0,46,Belgium,0.745,0.353999,1.136001,2,3.0,1.0,3.0,8.0,6.0,7.0,2,3,4.0,0,1,5,1,0.0,7,0,1.0,,,0.0,Belgium,Moderate
12546,1,BE21,,35,Belgium,0.478,0.153449,0.802551,1,3.0,6.0,5.0,3.0,4.0,3.5,1,3,2.0,1,1,3,2,3.0,6,0,1.0,0.0,0.0,1.0,Belgium,Low
12556,2,BE21,38.0,64,Belgium,0.478,0.153449,0.802551,1,1.0,0.0,0.0,7.0,7.0,7.0,2,3,4.0,1,1,3,3,2.0,2,1,0.0,0.0,,0.0,Belgium,Moderate
12577,1,BE23,43.0,25,Belgium,0.679,0.275555,1.082445,1,6.0,5.0,5.0,7.0,7.0,7.0,2,3,2.0,0,1,4,3,1.0,9,0,0.0,0.0,0.0,0.0,Belgium,Moderate
12588,2,BE21,34.0,49,Belgium,0.478,0.153449,0.802551,1,3.0,0.0,0.0,9.0,9.0,9.0,2,3,4.0,1,2,5,2,1.0,10,1,1.0,,,0.0,Belgium,Very High
12606,3,BE21,28.0,86,Belgium,0.478,0.153449,0.802551,2,0.0,0.0,2.0,6.0,4.0,5.0,1,3,4.0,1,1,3,3,2.0,3,1,0.0,1.0,3.0,0.0,Belgium,Low
12623,3,BE24,30.0,55,Belgium,0.557,0.2524540000000001,0.861546,2,5.0,5.0,3.0,6.0,8.0,7.0,2,3,4.0,1,1,5,3,2.0,10,1,1.0,1.0,,0.0,Belgium,Moderate
12657,2,BE23,38.0,39,Belgium,0.679,0.275555,1.082445,1,5.0,3.0,1.0,8.0,10.0,9.0,2,3,3.0,0,1,5,2,3.0,5,1,0.0,0.0,,0.0,Belgium,Very High
12673,2,BE23,0.0,74,Belgium,0.679,0.275555,1.082445,1,5.0,6.0,3.0,5.0,8.0,6.5,2,3,4.0,0,1,4,2,1.0,7,0,0.0,1.0,,0.0,Belgium,Moderate
12676,1,BE24,38.0,53,Belgium,0.557,0.2524540000000001,0.861546,1,3.0,3.0,5.0,6.0,4.0,5.0,1,3,4.0,1,1,,2,0.0,6,0,0.0,,,1.0,Belgium,Low
12693,2,BE21,30.0,37,Belgium,0.478,0.153449,0.802551,1,5.0,0.0,3.0,11.0,8.0,9.5,2,3,4.0,1,1,4,3,2.0,6,1,1.0,1.0,0.0,1.0,Belgium,Very High
12705,1,BE35,,72,Belgium,0.492,0.293487,0.6905129999999999,1,5.0,0.0,1.0,11.0,10.0,10.5,2,3,3.0,2,1,4,3,3.0,6,1,0.0,0.0,0.0,0.0,Belgium,Very High
12712,2,BE24,40.0,27,Belgium,0.557,0.2524540000000001,0.861546,1,6.0,6.0,5.0,6.0,7.0,6.5,2,3,3.0,1,1,4,2,2.0,3,1,0.0,0.0,0.0,0.0,Belgium,Moderate
12725,1,BE32,30.0,62,Belgium,0.122,-0.078713,0.322713,1,1.0,1.0,1.0,6.0,6.0,6.0,0,2,3.0,4,1,4,1,3.0,5,1,1.0,1.0,,1.0,Belgium,Low
12757,3,BE33,20.0,25,Belgium,0.154,-0.077615,0.385615,2,3.0,2.0,5.0,7.0,4.0,5.5,1,2,3.0,3,1,4,1,2.0,9,0,0.0,0.0,0.0,0.0,Belgium,Low
12768,3,BE21,50.0,51,Belgium,0.478,0.153449,0.802551,2,6.0,1.0,3.0,11.0,9.0,10.0,2,3,2.0,1,1,4,3,2.0,10,1,1.0,1.0,,0.0,Belgium,Very High
12782,2,BE22,40.0,36,Belgium,0.739,0.451199,1.026801,1,5.0,6.0,5.0,5.0,6.0,5.5,1,3,4.0,1,2,3,2,2.0,9,1,1.0,,,0.0,Belgium,Low
12799,2,BE10,0.0,49,Belgium,-0.218,-0.518527,0.082527,1,0.0,0.0,0.0,6.0,6.0,6.0,0,1,1.0,5,2,1,2,1.0,4,0,0.0,,,0.0,Belgium,Low
12819,1,BE10,40.0,37,Belgium,-0.218,-0.518527,0.082527,1,5.0,3.0,4.0,8.0,7.0,7.5,2,1,1.0,5,1,2,2,2.0,3,1,1.0,0.0,0.0,1.0,Belgium,High
12854,1,BE21,90.0,58,Belgium,0.478,0.153449,0.802551,1,5.0,0.0,0.0,11.0,11.0,11.0,2,3,4.0,1,1,3,3,2.0,4,1,0.0,1.0,,0.0,Belgium,Very High
12868,5,BE21,47.0,41,Belgium,0.478,0.153449,0.802551,3,6.0,5.0,5.0,7.0,7.0,7.0,2,3,2.0,1,1,3,3,2.0,9,0,0.0,,,0.0,Belgium,Moderate
12883,1,BE23,38.0,63,Belgium,0.679,0.275555,1.082445,1,5.0,6.0,3.0,5.0,8.0,6.5,2,3,3.0,0,1,1,2,1.0,9,1,0.0,0.0,,1.0,Belgium,Moderate
12925,2,BE31,45.0,42,Belgium,0.459,0.160079,0.7579210000000001,1,5.0,5.0,5.0,6.0,6.0,6.0,0,3,4.0,2,1,3,3,2.0,8,0,0.0,,0.0,0.0,Belgium,Low
12969,3,BE23,45.0,73,Belgium,0.679,0.275555,1.082445,2,5.0,3.0,2.0,8.0,9.0,8.5,2,3,4.0,0,2,4,2,2.0,4,0,0.0,1.0,2.0,0.0,Belgium,High
12987,1,BE32,38.0,63,Belgium,0.122,-0.078713,0.322713,1,1.0,0.0,0.0,7.0,7.0,7.0,2,2,4.0,4,1,4,2,1.0,1,0,1.0,0.0,0.0,1.0,Belgium,Moderate
12989,2,BE33,20.0,68,Belgium,0.154,-0.077615,0.385615,1,3.0,3.0,3.0,6.0,6.0,6.0,0,2,2.0,3,1,4,2,2.0,4,1,0.0,1.0,3.0,1.0,Belgium,Low
13005,1,BE24,45.0,50,Belgium,0.557,0.2524540000000001,0.861546,1,6.0,5.0,5.0,7.0,7.0,7.0,2,3,4.0,1,1,3,2,3.0,4,1,1.0,0.0,0.0,0.0,Belgium,Moderate
13020,2,BE24,28.0,55,Belgium,0.557,0.2524540000000001,0.861546,1,4.0,1.0,1.0,9.0,9.0,9.0,2,3,4.0,1,2,4,2,2.0,8,1,1.0,1.0,,1.0,Belgium,Very High
13030,2,BE35,40.0,48,Belgium,0.492,0.293487,0.6905129999999999,1,1.0,3.0,0.0,4.0,7.0,5.5,1,3,2.0,2,1,3,3,2.0,6,1,0.0,,,1.0,Belgium,Low
13032,4,BE24,50.0,54,Belgium,0.557,0.2524540000000001,0.861546,3,6.0,6.0,5.0,6.0,7.0,6.5,2,3,4.0,1,1,3,2,1.0,7,0,0.0,1.0,,1.0,Belgium,Moderate
13037,1,BE22,40.0,40,Belgium,0.739,0.451199,1.026801,1,3.0,6.0,5.0,3.0,4.0,3.5,1,3,4.0,1,1,4,3,1.0,,0,1.0,,0.0,1.0,Belgium,Low
13047,2,BE25,28.0,41,Belgium,0.745,0.353999,1.136001,1,1.0,1.0,0.0,6.0,7.0,6.5,2,3,4.0,0,1,1,2,1.0,7,1,1.0,,1.0,0.0,Belgium,Moderate
13079,4,BE33,55.0,48,Belgium,0.154,-0.077615,0.385615,3,6.0,5.0,0.0,7.0,12.0,9.5,2,2,4.0,3,1,4,3,3.0,9,0,0.0,,2.0,0.0,Belgium,Very High
13104,2,BE23,40.0,60,Belgium,0.679,0.275555,1.082445,1,1.0,1.0,0.0,6.0,7.0,6.5,2,3,5.0,0,1,4,2,2.0,6,0,0.0,1.0,2.0,0.0,Belgium,Moderate
13156,2,BE21,30.0,49,Belgium,0.478,0.153449,0.802551,1,3.0,3.0,3.0,6.0,6.0,6.0,0,3,2.0,1,2,1,2,3.0,2,0,0.0,,,1.0,Belgium,Low
13167,3,BE25,32.0,45,Belgium,0.745,0.353999,1.136001,2,5.0,3.0,1.0,8.0,10.0,9.0,2,3,3.0,0,1,4,2,2.0,8,1,0.0,,,0.0,Belgium,Very High
13170,1,BE33,35.0,55,Belgium,0.154,-0.077615,0.385615,1,5.0,6.0,5.0,5.0,6.0,5.5,1,2,2.0,3,1,4,3,2.0,6,1,0.0,,2.0,0.0,Belgium,Low
13186,1,BE10,33.0,35,Belgium,-0.218,-0.518527,0.082527,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,1.0,5,1,3,2,2.0,4,1,1.0,,,1.0,Belgium,Very High
13187,1,BE22,50.0,59,Belgium,0.739,0.451199,1.026801,1,5.0,4.0,0.0,7.0,11.0,9.0,2,3,4.0,1,1,3,3,0.0,8,0,0.0,,,1.0,Belgium,Very High
13192,2,BE25,40.0,73,Belgium,0.745,0.353999,1.136001,1,5.0,1.0,0.0,10.0,11.0,10.5,2,3,3.0,0,1,4,3,3.0,3,1,0.0,1.0,3.0,0.0,Belgium,Very High
13193,4,BE23,55.0,59,Belgium,0.679,0.275555,1.082445,3,6.0,4.0,4.0,8.0,8.0,8.0,2,3,4.0,0,2,5,3,2.0,9,0,0.0,,,0.0,Belgium,High
13201,4,BE21,40.0,68,Belgium,0.478,0.153449,0.802551,3,3.0,3.0,0.0,6.0,9.0,7.5,2,3,3.0,1,2,4,2,2.0,8,1,0.0,1.0,,1.0,Belgium,High
13232,2,BE23,40.0,32,Belgium,0.679,0.275555,1.082445,1,3.0,6.0,5.0,3.0,4.0,3.5,1,3,3.0,0,1,2,2,2.0,4,0,0.0,0.0,0.0,0.0,Belgium,Low
